contract_id,contract_name,source,contract_type,expected_risk,latency_ms,status,total_classified,human_review_flagged,avg_confidence,avg_entropy,avg_margin,num_rewrites,avg_risk_reduction,sim_mean_risk,sim_ci_lower,sim_ci_upper,sim_ci_width,sim_volatility,sim_dominant_source,num_anomalies,overall_risk,risk_level,structural_risk,num_conflicts,completeness,power_score,dispute_risk,num_hotspots
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Bran,EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement,cuad,MSA,unknown,303,SUCCESS,7,7,0.0704,1.0,0.0011,6,0,68.0,0,0,0,unknown,classification,0,69.00625,MEDIUM,100,0,0.29,10.0,74.0,9
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_1,EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT C,cuad,MSA,unknown,665,SUCCESS,16,16,0.0722,0.9999,0.0027,13,0,69.4,0,0,0,unknown,classification,0,70.81801900584794,HIGH,100,0,0.29,16.9,74.9,8
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.,EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreemen,cuad,MSA,unknown,97,SUCCESS,11,11,0.0713,0.9999,0.0017,2,0,60.9,0,0,0,unknown,classification,0,62.283493589743586,MEDIUM,100,1,0.43,0.4,64.4,4
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreem,cuad,MSA,unknown,342,SUCCESS,9,9,0.0719,0.9999,0.002,8,0,75.1,0,0,0,unknown,classification,0,76.67375,HIGH,100,0,0.21,43.0,76.1,8
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX,EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content Li,cuad,License,unknown,273,SUCCESS,9,9,0.0704,1.0,0.0009,5,0,63.6,0,0,0,unknown,classification,0,65.26805555555555,MEDIUM,100,1,0.5,14.3,64.8,4
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Prom,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,cuad,MSA,unknown,295,SUCCESS,8,8,0.0706,1.0,0.0009,5,0,71.7,0,0,0,unknown,classification,0,73.83897058823528,HIGH,100,1,0.36,30.9,75.3,9
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGRE,cuad,MSA,unknown,85,SUCCESS,9,9,0.0714,0.9999,0.002,2,0,65.2,0,0,0,unknown,classification,2,66.63936403508771,MEDIUM,100,0,0.43,1.2,72.8,8
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGRE,cuad,MSA,unknown,107,SUCCESS,5,5,0.0696,1.0,0.0008,0,0,66.9,0,0,0,unknown,classification,2,67.69375,MEDIUM,100,0,0.21,10.0,71.4,8
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGRE,cuad,MSA,unknown,145,SUCCESS,4,4,0.0705,1.0,0.0015,3,0,65.3,0,0,0,unknown,classification,2,66.69375,MEDIUM,100,0,0.14,5.0,71.4,11
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGRE,cuad,MSA,unknown,144,SUCCESS,6,6,0.0702,1.0,0.0007,0,0,64.4,0,0,0,unknown,classification,4,65.69375,MEDIUM,100,0,0.36,0.0,71.4,7
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,cuad,Collaboration,unknown,110,SUCCESS,6,6,0.0708,1.0,0.001,0,0,3.6,0,0,0,unknown,classification,2,0.0,LOW,0,0,1.0,0.0,0,0
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-I","FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY",cuad,MSA,unknown,987,SUCCESS,28,28,0.071,1.0,0.0016,17,0,70.5,0,0,0,unknown,classification,2,71.7,HIGH,100,2,0.79,0.0,83.4,5
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,cuad,Supply,unknown,204,SUCCESS,13,13,0.0724,0.9998,0.0023,6,0,51.9,0,0,0,unknown,classification,2,51.73618421052632,MEDIUM,73.0,2,1.0,0.4,59.5,4
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agre","FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement",cuad,Collaboration,unknown,155,SUCCESS,5,5,0.073,0.9998,0.0028,1,0,22.9,0,0,0,unknown,classification,1,22.80833333333333,LOW,17.5,0,1.0,46.7,16.4,1
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEM","FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",cuad,MSA,unknown,317,SUCCESS,8,8,0.0725,1.0,0.0024,7,0,74.5,0,0,0,unknown,classification,0,75.84574074074074,HIGH,100,1,0.14,40.4,75.5,9
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreemen,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,cuad,Supply,unknown,275,SUCCESS,10,10,0.0697,1.0,0.0006,3,0,21.5,0,0,0,unknown,classification,1,21.55833333333333,LOW,32.5,1,1.0,6.7,20.9,1
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsou,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,cuad,MSA,unknown,67,SUCCESS,4,4,0.0698,1.0,0.001,2,0,65.3,0,0,0,unknown,classification,0,67.225,MEDIUM,100,1,0.21,0.0,74.4,8
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agree,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,cuad,MSA,unknown,121,SUCCESS,4,4,0.071,1.0,0.0013,4,0,66.4,0,0,0,unknown,classification,0,68.00625,MEDIUM,100,1,0.07,5.0,74.0,10
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorsh,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,cuad,MSA,unknown,385,SUCCESS,10,10,0.0715,1.0,0.0019,8,0,69.3,0,0,0,unknown,classification,0,70.69211538461539,HIGH,100,1,0.29,16.6,74.7,9
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Deve,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,cuad,MSA,unknown,365,SUCCESS,10,10,0.0701,1.0,0.0012,7,0,66.0,0,0,0,unknown,classification,0,67.54807692307692,MEDIUM,100,1,0.21,1.6,74.4,9
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agre,cuad,License,unknown,280,SUCCESS,9,9,0.0701,1.0,0.0009,7,0,93.6,0,0,0,unknown,classification,1,96.99374999999999,HIGH,100,1,0.62,94.2,96.3,7
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Dist,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,cuad,MSA,unknown,53,SUCCESS,4,4,0.0712,1.0,0.001,1,0,65.0,0,0,0,unknown,classification,0,67.0375,MEDIUM,100,1,0.14,1.2,73.6,8
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,144,SUCCESS,8,8,0.0715,1.0,0.0013,3,0,66.7,0,0,0,unknown,classification,0,68.44375,MEDIUM,100,1,0.21,5.0,74.9,9
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING A,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,cuad,MSA,unknown,110,SUCCESS,3,3,0.0703,1.0,0.0013,2,0,65.8,0,0,0,unknown,classification,1,67.00625,MEDIUM,100,1,0.07,0.0,74.0,9
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREE","GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT",cuad,MSA,unknown,270,SUCCESS,5,5,0.0714,0.9998,0.0018,3,0,66.1,0,0,0,unknown,classification,1,67.225,MEDIUM,100,0,0.29,0.0,74.4,8
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGRE","GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",cuad,MSA,unknown,284,SUCCESS,11,11,0.0712,1.0,0.0017,3,0,68.4,0,0,0,unknown,classification,1,69.86682692307691,MEDIUM,100,1,0.29,12.1,74.9,7
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEME,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,cuad,MSA,unknown,407,SUCCESS,10,10,0.0731,0.9997,0.0033,6,0,67.1,0,0,0,unknown,classification,1,68.225,MEDIUM,100,1,0.21,5.0,74.4,8
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,cuad,MSA,unknown,143,SUCCESS,8,8,0.0714,1.0,0.0015,6,0,70.0,0,0,0,unknown,classification,0,71.54797794117647,HIGH,100,1,0.21,20.3,75.0,9
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREE,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,276,SUCCESS,10,10,0.07,1.0,0.0002,2,0,67.4,0,0,0,unknown,classification,0,69.33958333333334,MEDIUM,100,1,0.5,11.7,74.0,5
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreemen","GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",cuad,Franchise,unknown,241,SUCCESS,6,6,0.0717,1.0,0.0015,3,0,14.2,0,0,0,unknown,classification,2,13.733333333333334,LOW,12.5,0,1.0,18.7,12.5,1
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRA,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,cuad,MSA,unknown,280,SUCCESS,7,7,0.07,1.0,0.0007,3,0,64.3,0,0,0,unknown,classification,1,66.13125,MEDIUM,100,1,0.29,0.0,72.3,6
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT","GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",cuad,Supply,unknown,261,SUCCESS,10,10,0.0705,1.0,0.0009,2,0,58.4,0,0,0,unknown,classification,1,58.42647058823529,MEDIUM,72.0,2,1.0,50.9,53.3,2
GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AG,GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY,cuad,MSA,unknown,327,SUCCESS,9,9,0.0744,0.9997,0.0038,8,0,71.7,0,0,0,unknown,classification,0,72.63958333333333,HIGH,100,0,0.21,25.8,74.9,8
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,126,SUCCESS,4,4,0.0725,1.0,0.0033,1,0,68.4,0,0,0,unknown,classification,0,69.60624999999999,MEDIUM,100,1,0.07,13.0,74.0,9
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMEN,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,cuad,Supply,unknown,60,SUCCESS,5,5,0.0706,1.0,0.001,1,0,7.2,0,0,0,unknown,classification,2,5.197222222222222,LOW,0,0,1.0,7.2,7.5,1
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT","GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",cuad,MSA,unknown,191,SUCCESS,7,7,0.0703,1.0,0.0004,4,0,73.1,0,0,0,unknown,classification,0,74.62083333333334,HIGH,100,1,0.36,33.3,75.9,8
GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intelle,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agree,cuad,MSA,unknown,435,SUCCESS,13,13,0.0718,0.9999,0.0017,7,0,66.6,0,0,0,unknown,classification,0,67.6625,MEDIUM,100,1,0.43,0.0,75.3,9
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX,GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distr,cuad,MSA,unknown,289,SUCCESS,10,10,0.0716,1.0,0.001,4,0,66.5,0,0,0,unknown,classification,0,68.00625,MEDIUM,100,1,0.36,5.0,74.0,8
GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX,GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content Licens,cuad,License,unknown,318,SUCCESS,11,11,0.0712,1.0,0.0019,5,0,63.0,0,0,0,unknown,classification,1,64.44791666666667,MEDIUM,100,1,0.62,16.7,62.2,4
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content ,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,cuad,License,unknown,135,SUCCESS,6,6,0.0712,1.0,0.0017,1,0,71.6,0,0,0,unknown,classification,1,73.24305555555556,HIGH,100,0,0.38,42.8,69.4,6
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content ,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement2,cuad,License,unknown,256,SUCCESS,6,6,0.0708,1.0,0.0007,6,0,78.7,0,0,0,unknown,classification,0,80.34915540540541,HIGH,100,0,0.25,63.1,75.5,7
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content ,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement3,cuad,License,unknown,104,SUCCESS,5,5,0.0718,1.0,0.0022,5,0,65.9,0,0,0,unknown,classification,1,67.17569444444445,MEDIUM,100,0,0.12,12.2,69.5,7
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content ,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4,cuad,License,unknown,140,SUCCESS,4,4,0.071,1.0,0.0023,4,0,70.1,0,0,0,unknown,classification,1,71.35,HIGH,100,0,0.25,25.0,72.7,6
GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content Lic,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,cuad,License,unknown,300,SUCCESS,8,8,0.0717,1.0,0.0021,6,0,79.4,0,0,0,unknown,classification,1,80.64204545454544,HIGH,100,0,0.25,68.6,73.8,7
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreem,cuad,License,unknown,224,SUCCESS,6,6,0.0702,1.0,0.001,5,0,82.8,0,0,0,unknown,classification,1,85.1875,HIGH,100,1,0.38,48.3,91.0,8
GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreem,cuad,MSA,unknown,146,SUCCESS,7,7,0.0694,1.0,0.0007,0,0,67.4,0,0,0,unknown,classification,3,68.94695512820513,MEDIUM,100,0,0.29,20.6,69.6,6
GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.,GridironBionutrientsInc_20171206_8-K_EX-10.1_10972555_EX-10.1_Endorsement Agreem,cuad,MSA,unknown,271,SUCCESS,10,10,0.0717,1.0,0.0019,2,0,65.6,0,0,0,unknown,classification,0,67.24182692307691,MEDIUM,100,0,0.29,3.4,73.1,6
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreem,cuad,MSA,unknown,186,SUCCESS,6,6,0.0703,1.0,0.0008,4,0,66.7,0,0,0,unknown,classification,0,68.39166666666667,MEDIUM,100,0,0.29,5.8,74.4,7
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT","HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT",cuad,MSA,unknown,83,SUCCESS,5,5,0.071,1.0,0.0016,3,0,72.6,0,0,0,unknown,classification,0,74.14671052631579,HIGH,100,1,0.29,31.3,75.8,8
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT","HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT",cuad,MSA,unknown,245,SUCCESS,11,11,0.0705,1.0,0.0011,5,0,72.8,0,0,0,unknown,classification,1,74.77836538461537,HIGH,100,1,0.36,35.9,75.2,8
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),cuad,MSA,unknown,86,SUCCESS,4,4,0.071,1.0,0.001,3,0,69.1,0,0,0,unknown,classification,1,70.94375,HIGH,100,0,0.29,17.5,74.9,9
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow ,cuad,MSA,unknown,145,SUCCESS,4,4,0.0703,1.0,0.0005,2,0,65.9,0,0,0,unknown,classification,0,67.46057692307691,MEDIUM,100,1,0.14,3.4,73.6,8
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agre","HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",cuad,Supply,unknown,265,SUCCESS,9,9,0.0707,1.0,0.0017,3,0,32.8,0,0,0,unknown,classification,0,32.669444444444444,LOW,45.0,1,1.0,12.2,33.4,2
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROP","HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",cuad,MSA,unknown,241,SUCCESS,7,7,0.0724,0.9997,0.0027,7,0,70.5,0,0,0,unknown,classification,0,71.4875,HIGH,100,0,0.21,20.0,75.0,9
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGRE,HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,cuad,MSA,unknown,135,SUCCESS,6,6,0.0725,0.9998,0.003,6,0,68.0,0,0,0,unknown,classification,0,69.44375,MEDIUM,100,0,0.14,10.0,74.9,9
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE ","HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",cuad,Franchise,unknown,223,SUCCESS,9,9,0.0723,0.9998,0.0017,5,0,50.6,0,0,0,unknown,classification,1,50.5625,MEDIUM,55.0,1,1.0,35.0,54.1,4
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT,HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT,cuad,MSA,unknown,439,SUCCESS,12,12,0.0718,1.0,0.0026,11,0,67.3,0,0,0,unknown,classification,0,68.46249999999999,MEDIUM,100,0,0.29,4.0,75.3,8
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,cuad,MSA,unknown,192,SUCCESS,9,9,0.0722,1.0,0.0023,1,0,69.7,0,0,0,unknown,classification,2,70.96634615384616,HIGH,100,1,0.5,2.0,81.1,5
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEM,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,94,SUCCESS,5,5,0.0706,1.0,0.0014,4,0,65.7,0,0,0,unknown,classification,0,66.7875,MEDIUM,100,0,0.21,0.0,73.6,9
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUT,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,cuad,MSA,unknown,293,SUCCESS,9,9,0.0707,1.0,0.001,4,0,67.1,0,0,0,unknown,classification,0,68.62022058823528,MEDIUM,100,1,0.21,5.9,74.9,9
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agre,cuad,MSA,unknown,489,SUCCESS,20,20,0.0718,0.9999,0.0021,6,0,68.4,0,0,0,unknown,classification,2,69.64375,MEDIUM,100,3,0.71,0.0,79.3,4
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_117,HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Resell,cuad,MSA,unknown,263,SUCCESS,7,7,0.072,1.0,0.0024,3,0,90.4,0,0,0,unknown,classification,0,92.2125,HIGH,100,1,0.29,97.4,85.5,9
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-,HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement,cuad,MSA,unknown,92,SUCCESS,4,4,0.069,1.0,0.0003,4,0,65.4,0,0,0,unknown,classification,0,67.225,MEDIUM,100,0,0.21,0.0,74.4,10
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenan,HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,cuad,MSA,unknown,340,SUCCESS,11,11,0.0715,1.0,0.0017,6,0,70.8,0,0,0,unknown,classification,0,72.44375,HIGH,100,2,0.29,0.0,84.9,7
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark Licen,cuad,License,unknown,306,SUCCESS,9,9,0.0741,0.9994,0.0042,7,0,74.9,0,0,0,unknown,classification,2,75.74583333333332,HIGH,100,0,0.5,66.7,64.8,4
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Dev,HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement,cuad,MSA,unknown,236,SUCCESS,7,7,0.0734,0.9997,0.004,6,0,76.5,0,0,0,unknown,classification,0,77.6236111111111,HIGH,100,0,0.29,46.1,76.8,9
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreeme,ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement,cuad,MSA,unknown,158,SUCCESS,6,6,0.0712,1.0,0.0018,3,0,69.5,0,0,0,unknown,classification,1,70.88353658536585,HIGH,100,0,0.29,18.3,74.4,8
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agree,IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game ,cuad,MSA,unknown,253,SUCCESS,8,8,0.0726,1.0,0.0023,7,0,70.0,0,0,0,unknown,classification,0,71.69166666666666,HIGH,100,1,0.14,22.3,74.4,9
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMEN,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,cuad,MSA,unknown,145,SUCCESS,9,9,0.0711,1.0,0.0011,6,0,78.0,0,0,0,unknown,classification,0,79.66944444444444,HIGH,100,1,0.21,62.2,74.4,9
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMEN,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,cuad,MSA,unknown,635,SUCCESS,26,26,0.0719,0.9999,0.0024,10,0,72.0,0,0,0,unknown,classification,3,73.35625,HIGH,100,3,0.64,5.0,84.7,5
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,cuad,MSA,unknown,221,SUCCESS,9,9,0.0716,1.0,0.0014,2,0,65.3,0,0,0,unknown,classification,1,66.625,MEDIUM,100,1,0.43,0.0,73.2,4
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREE,IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT,cuad,MSA,unknown,205,SUCCESS,9,9,0.0703,1.0,0.0011,3,0,66.1,0,0,0,unknown,classification,1,67.78402777777777,MEDIUM,100,1,0.29,3.9,74.0,8
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEM,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT,cuad,MSA,unknown,137,SUCCESS,8,8,0.0714,1.0,0.0015,0,0,65.0,0,0,0,unknown,classification,1,66.39375,MEDIUM,100,0,0.21,3.5,71.4,7
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,cuad,MSA,unknown,243,SUCCESS,7,7,0.0711,1.0,0.0016,6,0,72.7,0,0,0,unknown,classification,1,74.20690789473684,HIGH,100,1,0.21,33.8,74.9,10
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT","INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",cuad,Collaboration,unknown,143,SUCCESS,6,6,0.0712,1.0,0.0012,4,0,30.3,0,0,0,unknown,classification,2,30.0,LOW,37.5,0,1.0,0.0,37.5,3
